Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Aceite de maíz,1,Cucharadita,5,5,44,0,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,2.9,1.2,2.9,0,0,0,Aceites y grasas
Aceite de oliva,1,Cucharadita,5,5,44,0,0.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0.4,3.7,0.4,0,0,0,Aceites y grasas
Aceite de oliva extra virgen,1,Cucharadita,5,5,44,0,0.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0.4,3.7,0.4,0,0,0,Aceites y grasas
Aceite de olivo,1,Cucharadita,5,5,44,0,0.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0.4,3.7,0.4,0,0,0,Aceites y grasas
Aceite de palma,1,Cucharadita,5,5,44,0,2.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0.5,1.9,0.5,0,0,0,Aceites y grasas
Aceite de soya,1,Cucharadita,5,5,44,0,0.7,1.1,0,0,0,0,0,0,0,0,0,0,0,2.6,1.1,2.6,0,0,0,Aceites y grasas
Aceite de soya y algodón,1,Cucharadita,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.5,2.4,0,0,0,Aceites y grasas
Aceite en spray,5,disp. de un segundo,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,2.9,0,0,0,Aceites y grasas
Aceituna negra sin hueso,5,pieza,25,25,46,0.3,5,0.8,0,0,0,0,0,0,0,0,0,600,0,0.5,3.8,0.3,0,0,0,Aceites y grasas
Aceituna verde con hueso,6,pieza,30,25,46,0.3,5.1,0.8,0,0,0,0,0,0,0,0,0,604.8,0,0.5,3.8,0.3,0,0,0,Aceites y grasas
Aceituna verde sin hueso,8,pieza,24,24,44,0.3,4.8,0.8,0,0,0,0,0,0,0,0,0,576,0,0.5,3.6,0.2,0,0,0,Aceites y grasas
Aceitunas rellenas de anchoa,5,pieza,25,25,46,0.6,4.5,0.8,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,Aceites y grasas
Aceitunas rellenas de pimiento,7,pieza,35,35,44,0,3.5,2.6,0,0,0,0,0,0,0,0,0,306.3,0,0.9,2.6,0,0,0,0,Aceites y grasas
Aderezo,3,cucharada,45,45,48,0,4.5,2.1,0,0,0,0,0,0,0,0,0,354,3,0.6,0.9,2.7,0,0,0,Aceites y grasas
Aderezo blue cheese, 1/2,cucharada,8,8,38,0.4,3.9,0.6,0,0,0,0,0,0,0,0,0,82,1.5,0.8,0.9,2.1,0,0,0,Aceites y grasas
Aderezo con queso y ajo, 1/2,cucharada,8,8,33,0,3.8,0.2,0,0,0,0,0,0,0,0,0,77.3,0,0.6,0,0,0,0,0,Aceites y grasas
Aderezo cremoso, 1/2,cucharada,8,8,38,0.4,3.9,0.6,0,0,0,0,0,0,0,0,0,82,1.5,0.8,0.9,2.1,0,0,0,Aceites y grasas
Aderezo de ciruela pasa, 1/2,cucharada,8,8,39,0.1,3.9,1.1,0,0,0,0,0,0,0,0,0,35.7,11.1,0.6,2.4,0.7,0,0,0,Aceites y grasas
Aderezo de hierbas finas, 1/2,cucharada,8,8,31,0.1,3.2,0.8,0,0,0,0,0,0,0,0,0,73,0,0.5,2.3,0.3,0,0,0,Aceites y grasas
Aderezo de mayonesa, 1/2,cucharada,7,7,51,0.1,5.4,0.3,0,0,0,0,0,0,0,0,0,41.8,18.2,0.9,3.4,1,0,0,0,Aceites y grasas
Aderezo de miel y mostaza, 1/2,cucharada,8,8,36,0,3.6,1,0,0,0,0,0,0,0,0,0,48.4,0,0.5,0,0,0,0,0,Aceites y grasas
Aderezo francés, 1/2,cucharada,8,8,32,0,3.1,1.3,0,0,0,0,0,0,0,0,0,102.7,0,0.7,0.6,1.6,0,0,0,Aceites y grasas
Aderezo italiano, 1/2,cucharada,8,8,35,0.1,3.6,0.8,0,0,0,0,0,0,0,0,0,59,0,0.6,0.9,2.1,0,0,0,Aceites y grasas
Aderezo italiano bajo en calorías,3,cucharada,45,45,48,0,4.5,2.1,0,0,0,0,0,0,0,0,0,354,3,0.6,0.9,2.7,0,0,0,Aceites y grasas
Aderezo italiano cremoso, 1/2,cucharada,8,8,28,0,2.8,0.8,0,0,0,0,0,0,0,0,0,57.5,0,1,0,0,0,0,0,Aceites y grasas
Aderezo italiano cremoso bajo en calorías,4,cucharada,60,60,40,2,2.2,6,0,0,0,0,0,0,0,0,0,560,0,0.8,0,0,0,0,0,Aceites y grasas
Aderezo jalapeño, 1/2,cucharada,8,8,33,0.1,3.4,0.7,0,0,0,0,0,0,0,0,0,30.4,11.1,0.5,2.1,0.6,0,0,0,Aceites y grasas
Aderezo mil islas, 1/2,cucharada,8,8,28,0,2.7,1.1,0,0,0,0,0,0,0,0,0,52.5,1.9,0.5,0.6,1.5,0,0,0,Aceites y grasas
Aderezo rach, 1/2,cucharada,8,8,44,0,4.7,0.5,0,0,0,0,0,0,0,0,0,69.8,1.3,0.8,0,0,0,0,0,Aceites y grasas
Aderezo roquefort, 1/2,cucharada,8,8,38,0.4,3.9,0.6,0,0,0,0,0,0,0,0,0,82,1.5,0.8,0.9,2.1,0,0,0,Aceites y grasas
Aderezo ruso, 1/2,cucharada,8,8,37,0.1,3.8,0.8,0,0,0,0,0,0,0,0,0,65,1.5,0.6,0.9,2.2,0,0,0,Aceites y grasas
Aderezo tipo blue cheese, 1/2,cucharada,8,8,38,0.4,3.9,0.6,0,0,0,0,0,0,0,0,0,82,1.5,0.8,0.9,2.1,0,0,0,Aceites y grasas
Aderezo tipo cesar, 1/2,cucharada,8,8,33,0.3,3.3,0.5,0,0,0,0,0,0,0,0,0,92.5,1.3,0.6,0,0,0,0,0,Aceites y grasas
Aderezo tipo francés, 1/2,cucharada,8,8,32,0,3.1,1.3,0,0,0,0,0,0,0,0,0,102.7,0,0.7,0.6,1.6,0,0,0,Aceites y grasas
Aderezo tipo mil islas, 1/2,cucharada,8,8,28,0,2.7,1.1,0,0,0,0,0,0,0,0,0,52.5,1.9,0.5,0.6,1.5,0,0,0,Aceites y grasas
Aderezo tipo ranch, 1/2,cucharada,8,8,44,0,4.7,0.5,0,0,0,0,0,0,0,0,0,69.8,1.3,0.8,0,0,0,0,0,Aceites y grasas
Aderezo vinagreta casera,2,cucharadita,10,10,45,0,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0.9,1.5,2.4,0,0,0,Aceites y grasas
Aderezo vinagreta comercial,4,cucharadita,20,20,41,0,3.3,2.7,0,0,0,0,0,0,0,0,0,166.7,0,0.7,0,0,0,0,0,Aceites y grasas
Aguacate California, 1/3,pieza,58,31,54,0.7,5.3,2.1,0,0,0,0,0,0,0,0,0,3.7,0,0.8,3.4,0.6,0,0,0,Aceites y grasas
Aguacate de pellejo,1 1/2,pieza,68,36,44,0.5,4.5,2,0,0,0,0,0,0,0,0,0,1.4,0,0.7,1.8,0.4,0,0,0,Aceites y grasas
Aguacate florida, 1/3,pieza,101,54,60,0.8,4.8,4.8,0,0,0,0,0,0,0,0,0,2.6,0,0.9,2.6,0.8,0,0,0,Aceites y grasas
Aguacate hass, 1/3,pieza,58,31,54,0.7,5.3,2.1,0,0,0,0,0,0,0,0,0,3.7,0,0.8,3.4,0.6,0,0,0,Aceites y grasas
Aguacate mediano, 1/3,pieza,58,31,44,0.5,4.1,2.3,0,0,0,0,0,0,0,0,0,1.2,0,0.7,2.7,0.6,0,0,0,Aceites y grasas
Aguacate verde, 1/2,pieza,48,25,46,0.5,4.6,1.5,0,0,0,0,0,0,0,0,0,1,0,0.8,2,0.5,0,0,0,Aceites y grasas
Calahua,1,cucharada,19,19,35,0.5,3.3,1.6,0,0,0,0,0,0,0,0,0,9.4,0,2.9,0.1,0,0,0,0,Aceites y grasas
Coco,8,g,8,6,41,0.5,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas
Coco de aceite,8,g,8,6,41,0.5,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas
Coco deshidratado,6,g,6,6,40,0.4,3.9,1.5,0,0,0,0,0,0,0,0,0,2.1,0,3.5,0.2,0,0,0,0,Aceites y grasas
Coco en hojuelas,2,cucharada,9,9,44,0.3,3,4.4,0,0,0,0,0,0,0,0,0,23.6,0,2.6,0.1,0,0,0,0,Aceites y grasas
Coco entero,25,g,25,14,42,0.5,4.6,0.7,0,0,0,0,0,0,0,0,0,3.2,0,4.1,0.5,0.1,0,0,0,Aceites y grasas
Coco fresco,12,g,12,12,42,0.4,4,1.8,0,0,0,0,0,0,0,0,0,2.4,0,3.6,0.2,0.1,0,0,0,Aceites y grasas
Coco rallado,1 1/2,cucharada,9,9,44,0.3,3.1,4.2,0,0,0,0,0,0,0,0,0,22.9,0,2.7,0.1,0,0,0,0,Aceites y grasas
Coco rallado y endulzado,1 1/2,cucharada,9,9,44,0.3,3.1,4.2,0,0,0,0,0,0,0,0,0,22.9,0,2.7,0.1,0,0,0,0,Aceites y grasas
Coco seco,1 1/2,cucharada,9,9,44,0.3,3.1,4.2,0,0,0,0,0,0,0,0,0,22.9,0,2.7,0.1,0,0,0,0,Aceites y grasas
Coco seco y endulzado,1 1/2,cucharada,9,9,44,0.3,3.1,4.2,0,0,0,0,0,0,0,0,0,22.9,0,2.7,0.1,0,0,0,0,Aceites y grasas
Coquito,8,g,8,6,41,0.5,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas
Crema,1,cucharada,15,15,43,0,3.2,2.1,0,0,0,0,0,0,0,0,0,0,10.7,2.1,0,0,0,0,0,Aceites y grasas
Crema 20% grasa (dulce),1 1/3,cucharada,21,21,41,0.6,4.1,0.8,0,0,0,0,0,0,0,0,0,8.5,14,2.6,1,0.1,0,0,0,Aceites y grasas
Crema 40% grasa (agria),1,cucharada,13,13,45,0.3,4.8,0.4,0,0,0,0,0,0,0,0,0,4.9,17.8,3,1.2,0.1,0,0,0,Aceites y grasas
Crema ácida,2,cucharada,21,21,46,0.7,4.4,0.9,0,0,0,0,0,0,0,0,0,10.5,8.8,2.8,1.2,0.2,0,0,0,Aceites y grasas
Crema agria,1,cucharada,13,13,44,0.3,4.8,0.4,0,0,0,0,0,0,0,0,0,4.9,17.6,3,1.2,0.1,0,0,0,Aceites y grasas
Crema batida,1 1/2,cucharada,12,12,42,0.2,4.4,0.3,0,0,0,0,0,0,0,0,0,4.8,16.8,2.8,1.3,0.2,0,0,0,Aceites y grasas
Crema batida en aerosol,5,cucharada,15,15,40,0.5,3.5,2,0,0,0,0,0,0,0,0,0,20,10,2,1,0,0,0,0,Aceites y grasas
Crema chantilly,1 1/2,cucharada,12,12,42,0.2,4.4,0.3,0,0,0,0,0,0,0,0,0,4.8,16.8,2.8,1.3,0.2,0,0,0,Aceites y grasas
Crema de coco dulce,3,cucharadita,19,19,36,0.2,3.1,10.1,0,0,0,0,0,0,0,0,0,6.8,0,2.9,0.1,0,0,0,0,Aceites y grasas
Crema de coco natural,3,cucharadita,15,15,50,0.5,5.2,1,0,0,0,0,0,0,0,0,0,0.6,0,4.6,0.2,0.1,0,0,0,Aceites y grasas
Crema de leche en polvo,4,cucharadita,8,8,44,0.4,2.8,4.4,0,0,0,0,0,0,0,0,0,14.5,0,2.4,0.1,0,0,0,0,Aceites y grasas
Crema dulce,4,cucharadita,19,19,36,0.5,3.6,0.7,0,0,0,0,0,0,0,0,0,7.5,12.3,2.2,0.9,0.1,0,0,0,Aceites y grasas
Crema dulce para batir,4,cucharadita,19,19,36,0.5,3.6,0.7,0,0,0,0,0,0,0,0,0,7.5,12.3,2.2,0.9,0.1,0,0,0,Aceites y grasas
Crema entera,1,cucharada,14,14,41,0.3,4.3,0.4,0,0,0,0,0,0,0,0,0,4.7,15.9,2.7,1.3,0.1,0,0,0,Aceites y grasas
Crema ligera,1,cucharada,14,14,41,0.3,4.3,0.4,0,0,0,0,0,0,0,0,0,4.7,15.9,2.7,1.3,0.1,0,0,0,Aceites y grasas
Crema natural,1,cucharada,15,15,43,0,3.2,2.1,0,0,0,0,0,0,0,0,0,0,10.7,2.1,0,0,0,0,0,Aceites y grasas
Crema para batir,1 1/2,cucharada,21,21,41,0.6,4.1,0.8,0,0,0,0,0,0,0,0,0,8.4,13.9,2.5,1,0.1,0,0,0,Aceites y grasas
Crema para café,1,cucharada,14,14,41,0.3,4.3,0.4,0,0,0,0,0,0,0,0,0,4.7,15.9,2.7,1.3,0.1,0,0,0,Aceites y grasas
Dip,2,cucharada,30,30,48,1,3.9,1.9,0,0,0,0,0,0,0,0,0,154.8,19.4,2.9,0,0,0,0,0,Aceites y grasas
Dip de cebolla,2,cucharada,30,30,48,1,3.9,1.9,0,0,0,0,0,0,0,0,0,154.8,19.4,2.9,0,0,0,0,0,Aceites y grasas
Dip preparado,2,cucharada,30,30,48,1,3.9,1.9,0,0,0,0,0,0,0,0,0,154.8,19.4,2.9,0,0,0,0,0,Aceites y grasas
Dip preparado con crema,2,cucharada,30,30,48,1,3.9,1.9,0,0,0,0,0,0,0,0,0,154.8,19.4,2.9,0,0,0,0,0,Aceites y grasas
Grasa de tocino,5,g,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,4.8,2.2,2.1,0.6,0,0,0,Aceites y grasas
Grasas animales,5,g,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,4.8,2.2,2.1,0.6,0,0,0,Aceites y grasas
Grasas vegetales para cocinar,5,g,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.3,0.4,0,0,0,Aceites y grasas
Guacamole,2,cucharada,28,28,46,1,3.7,2.7,0,0,0,0,0,0,0,0,0,195.7,0,0,0,0,0,0,0,Aceites y grasas
Lardo,5,g,5,5,45,0,5,0,0,0,0,0,0,0,0,0,0,0,4.8,2,2.1,0.5,0,0,0,Aceites y grasas
Manteca de cerdo,1,Cucharadita,4,4,39,0,4.3,0,0,0,0,0,0,0,0,0,0,0,4,1.7,2,0.5,0,0,0,Aceites y grasas
Manteca vegetal,1,Cucharadita,4,4,38,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.9,1.1,0,0,0,Aceites y grasas
Mantequilla,1 1/2,Cucharadita,6,6,47,0.1,5.3,0,0,0,0,0,0,0,0,0,0,0.6,14.2,3.3,1.3,0.1,0,0,0,Aceites y grasas
Mantequilla con sal,1 1/2,Cucharadita,6,6,47,0.1,5.3,0,0,0,0,0,0,0,0,0,0,53.6,14.2,3.3,1.3,0.1,0,0,0,Aceites y grasas
Mantequilla derretida,1,Cucharadita,5,5,36,0,4.1,0,0,0,0,0,0,0,0,0,0,0.5,11,2.5,1,0.1,0,0,0,Aceites y grasas
Mantequilla sin sal,1 1/2,Cucharadita,6,6,47,0.1,5.3,0,0,0,0,0,0,0,0,0,0,0.6,14.2,3.3,1.3,0.1,0,0,0,Aceites y grasas
Margarina,1,Cucharadita,4,4,39,0,4.3,0,0,0,0,0,0,0,0,0,0,0,2.3,1.7,1.9,0.5,0,0,0,Aceites y grasas
Margarina baja en grasa,2 1/2,Cucharadita,11,11,42,0,5,0,0,0,0,0,0,0,0,0,0,108.3,0,0,0,0,0,0,0,Aceites y grasas
Margarina con sal,1 1/2,Cucharadita,6,6,47,0.1,5.2,0.1,0,0,0,0,0,0,0,0,0,61.2,0,1,2.3,1.6,0,0,0,Aceites y grasas
Margarina sin sal,1,Cucharadita,4,4,39,0,4.3,0,0,0,0,0,0,0,0,0,0,0,2.3,1.7,1.9,0.5,0,0,0,Aceites y grasas
Mayonesa,1,Cucharadita,5,5,34,0.1,3.6,0.2,0,0,0,0,0,0,0,0,0,27.8,12.1,0.6,2.2,0.7,0,0,0,Aceites y grasas
Media crema,2,cucharada,30,30,40,0.8,3.4,1.2,0,0,0,0,0,0,0,0,0,12,12,2.2,1,0.2,0,0,0,Aceites y grasas
Pam,5,disp. de un segundo,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,2.9,0,0,0,Aceites y grasas
Praliné, 1/2,cucharada,8,8,36,0.2,1.9,5,0,0,0,0,0,0,0,0,0,4.9,0,0.1,1.2,0.5,0,70,3.5,Aceites y grasas
Queso crema,1,cucharada,13,13,46,1,4.6,0.4,0,0,0,0,0,0,0,0,0,39,14.4,2.9,1.3,0.2,0,0,0,Aceites y grasas
Queso crema bajo en grasa,1,cucharada,13,13,32,1.1,3,0.3,0,0,0,0,0,0,0,0,0,51.1,6.1,2.1,0,0,0,0,0,Aceites y grasas
Queso crema untable,1,cucharada,10,10,37,0.7,3.7,0.3,0,0,0,0,0,0,0,0,0,31.6,11.6,2.3,0,0,0,0,0,Aceites y grasas
Queso Philadelphia,1,cucharada,13,13,46,1,4.6,0.4,0,0,0,0,0,0,0,0,0,39,14.4,2.9,1.3,0.2,0,0,0,Aceites y grasas
Salsa alfredo,1,cucharada,14,14,44,0.7,4.3,0.8,0,0,0,0,0,0,0,0,0,50.8,7,0,0,0,0,0,0,Aceites y grasas
Salsa holandesa industrializada, 1/2,cucharada,8,8,44,0.9,3.7,2.6,0,0,0,0,0,0,0,0,0,292,9.4,2.2,1.1,0.2,0,0,0,Aceites y grasas
Salsa tártara industrializada,1,cucharadita,16,16,52,0,5.2,2.1,0,0,0,0,0,0,0,0,0,93,5.2,2.1,0,0,0,0,0,Aceites y grasas
Salsa tártara sin grasa,4,cucharada,62,62,48,0,2,9.7,0,0,0,0,0,0,0,0,0,406.9,0,0.8,0,0,0,0,0,Aceites y grasas
Salsa velouté,1 1/2,cucharada,21,21,38,0.6,3.4,1.1,0,0,0,0,0,0,0,0,0,98.3,8.6,0,0,0,0,0,0,Aceites y grasas
Tocino,1,rebanada delgada,8,8,44,0.7,4.6,0,0,0,0,0,0,0,0,0,0,54.8,5.4,1.7,2,0.5,0,0,0,Aceites y grasas
Tocino ahumado,1,rebanada delgada,8,8,44,0.7,4.6,0,0,0,0,0,0,0,0,0,0,54.8,5.4,1.7,2,0.5,0,0,0,Aceites y grasas
Tocino en lonja,8,g,8,8,44,0.7,4.6,0,0,0,0,0,0,0,0,0,0,54.8,5.4,1.7,2,0.5,0,0,0,Aceites y grasas
Tocino frito,1,rebanada,7,7,39,0.6,4,0,0,0,0,0,0,0,0,0,0,48,5.7,0,0,0,0,0,0,Aceites y grasas
Tocino imitación,1,rebanada,10,10,41,1,3.9,0.1,0,0,0,0,0,0,0,0,0,96.7,6.7,0,0,0,0,0,0,Aceites y grasas
Vinagreta, 1/2,cucharada,8,8,36,0,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,2,0,0,0,Aceites y grasas
Vinagreta baja en calorías,5,cucharada,80,80,38,0,0,7.5,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,Aceites y grasas
Vinagreta comercial,1 1/2,cucharada,23,23,46,0,3.8,3,0,0,0,0,0,0,0,0,0,187.5,0,0.8,0,0,0,0,0,Aceites y grasas
Ajonjolí,4,cucharadita,10,10,61,2.7,5.7,1,0,0,0,0,0,0,0,0,0,3.9,0,0.8,2.2,2.5,0,0,0,Aceites y grasas con proteína
Ajonjolí tostado,5,cucharada,13,13,75,2.2,6.3,3.4,0,0,0,0,0,0,0,0,0,5.1,0,0.9,2.4,2.8,0,0,0,Aceites y grasas con proteína
Almendra,10,pieza,12,12,66,2.7,6.6,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,4.3,1.3,0,0,0,Aceites y grasas con proteína
Almendra acaramelada,6,pieza,12,12,72,2.2,6,3.4,0,0,0,0,0,0,0,0,0,15.9,0,0.4,3.3,1.5,0,0,0,Aceites y grasas con proteína
Almendra ahumada,10,pieza,12,12,71,2.6,6.4,2.1,0,0,0,0,0,0,0,0,0,73.7,0,0,0,0,0,0,0,Aceites y grasas con proteína
Almendra deshidratada,10,pieza,12,12,71,2.4,6.3,2.4,0,0,0,0,0,0,0,0,0,1.3,0,0.6,4.1,1.3,0,0,0,Aceites y grasas con proteína
Almendra fileteada,2,cucharada,12,12,72,2.5,6.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0.5,4.3,1.4,0,0,0,Aceites y grasas con proteína
Almendra picada,4,cucharadita,10,10,62,2.1,5.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1.2,0,0,0,Aceites y grasas con proteína
Almendra tostada,10,cucharada,12,12,71,2,6.3,3,0,0,0,0,0,0,0,0,0,1.3,0,0.6,4.1,1.3,0,0,0,Aceites y grasas con proteína
Avellana,9,pieza,13,13,72,2.5,6.5,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Avellana picada,5,cucharadita,12,12,71,2.4,6.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Avellana salada,8,pieza,11,11,72,1.8,7.1,1.6,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,Aceites y grasas con proteína
Avellana tostada,8,pieza,11,11,75,1.1,7.5,2,0,0,0,0,0,0,0,0,0,0.4,0,0.6,5.9,0.7,0,0,0,Aceites y grasas con proteína
Cacahuate,14,pieza,12,12,73,2.9,6.2,2.7,0,0,0,0,0,0,0,0,0,100.6,0,0.9,3.1,1.9,0,0,0,Aceites y grasas con proteína
Cacahuate acaramelado,5,cucharadita,14,14,75,3,6.5,2.5,0,0,0,0,0,0,0,0,0,57.8,0,1,3.5,2,0,0,0,Aceites y grasas con proteína
Cacahuate cocido,20,g,20,20,64,2.7,4.4,4.3,0,0,0,0,0,0,0,0,0,150,0,0.6,2.2,1.4,0,0,0,Aceites y grasas con proteína
Cacahuate con cáscara,12,g,12,12,70,2.8,6,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0.8,1.9,1.7,0,0,0,Aceites y grasas con proteína
Cacahuate con pepitas,12,g,12,12,75,2.8,6,2.4,0,0,0,0,0,0,0,0,0,144,0,0.8,2.8,2.4,0,0,0,Aceites y grasas con proteína
Cacahuate con piel,15,pieza,14,14,72,3.4,6.3,2.9,0,0,0,0,0,0,0,0,0,50.6,0,1.4,2.9,1.9,0,0,0,Aceites y grasas con proteína
Cacahuate enchilado,13,pieza,12,12,67,2.9,5.9,2.1,0,0,0,0,0,0,0,0,0,79.4,0,0.8,2.9,1.7,0,0,0,Aceites y grasas con proteína
Cacahuate japonés,15,pieza,14,14,68,2.7,3.6,6.3,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,Aceites y grasas con proteína
Cacahuate picado,5,cucharadita,12,12,74,3,6.2,2.7,0,0,0,0,0,0,0,0,0,101.9,0,0.9,3.1,1.9,0,0,0,Aceites y grasas con proteína
Cacahuate salado,13,pieza,12,12,71,3.2,5.5,2.4,0,0,0,0,0,0,0,0,0,34,0,1,2.9,1.6,0,0,0,Aceites y grasas con proteína
Cacahuate tostado,13,pieza,12,12,69,2.8,5.9,2.5,0,0,0,0,0,0,0,0,0,96.1,0,0.8,2.9,1.8,0,0,0,Aceites y grasas con proteína
Cacahuates confitados, 1/4,bolsa,14,14,72,1.4,4.3,7.1,0,0,0,0,0,0,0,0,0,36.7,0.7,1.5,2,0.6,0,0,0,Aceites y grasas con proteína
Cacahuates cubiertos con salsa y limón,2,cucharada,13,13,72,2.6,4.6,5.3,0,0,0,0,0,0,0,0,0,124.7,0,0,0,0,0,0,0,Aceites y grasas con proteína
Cacao con cáscara,14,g,14,13,70,1.9,5.9,3.3,0,0,0,0,0,0,0,0,0,0.5,0,3.4,2.4,0.1,0,0,0,Aceites y grasas con proteína
Cacao pataste,12,g,12,12,72,2.1,6.5,2.6,0,0,0,0,0,0,0,0,0,0.5,0,3.6,2.5,0.1,0,0,0,Aceites y grasas con proteína
Cacao sin cáscara,12,g,12,12,67,1.9,5.9,2.5,0,0,0,0,0,0,0,0,0,0.5,0,3.2,2.3,0.1,0,0,0,Aceites y grasas con proteína
Chía,7,cucharada,49,12,69,3.5,5.9,1.9,0,0,0,0,0,0,0,0,0,12.3,0,1.2,0.9,3.5,0,0,0,Aceites y grasas con proteína
Chilorio,30,g,30,30,64,5,4.7,0.7,0,0,0,0,0,0,0,0,0,203.1,17.1,0.7,0,0,0,0,0,Aceites y grasas con proteína
Chilorio de pavo,30,g,30,30,64,5,4.7,0.7,0,0,0,0,0,0,0,0,0,203.1,17.1,0.7,0,0,0,0,0,Aceites y grasas con proteína
Chistorra,15,g,15,15,73,1.7,7,0.7,0,0,0,0,0,0,0,0,0,156.8,25.5,0,0,0,0,0,0,Aceites y grasas con proteína
Chorizo,15,g,15,15,64,3.5,5.6,0,0,0,0,0,0,0,0,0,0,11.5,16.2,2.1,2.4,0.4,0,0,0,Aceites y grasas con proteína
Chorizo de pollo,35,g,35,35,72,5,5.7,0.1,0,0,0,0,0,0,0,0,0,302.4,5.3,0,0,0,0,0,0,Aceites y grasas con proteína
Chorizo vegetariano,15,g,15,15,70,4.1,5.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Coroso,14,g,14,11,72,0.8,7.5,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
"Falafel, hecho en casa",20,g,20,20,67,2.7,3.5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Harina de ajonjolí,13,g,13,13,69,4,4.9,3.5,0,0,0,0,0,0,0,0,0,5.6,0,0.7,1.9,2.1,0,66,2,Aceites y grasas con proteína
Harina de almendras,11,g,11,11,66,2.2,5.7,2.5,0,0,0,0,0,0,0,0,0,0.8,0,0.6,3.7,1.2,0,66,2,Aceites y grasas con proteína
Harina de cacahuate,15,g,15,15,65,5.1,3.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0.5,1.7,1.1,0,66,3,Aceites y grasas con proteína
"Hummus, de garbanzo (1 cda)",20,g,20,20,67,2.7,3.5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Kkwate sabritas japonés,15,g,15,15,74,2.4,4.2,6.6,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,Aceites y grasas con proteína
Kkwate sabritas salado,10,g,10,10,60,2,5.2,1.2,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,Aceites y grasas con proteína
Mafer tostado sazonado,12,g,12,12,66,2.7,5.4,1.7,0,0,0,0,0,0,0,0,0,76.8,0,0,0,0,0,0,0,Aceites y grasas con proteína
Mantequilla de cacahuate,2,pieza,11,11,63,2.6,5.3,2.3,0,0,0,0,0,0,0,0,0,52,0,1,2.5,1.5,0,0,0,Aceites y grasas con proteína
Mazapan Azteca Oreo, 1/2,pieza,15,15,75,1.5,3.5,9.5,0,0,0,0,0,0,0,0,0,9,0,0.5,0,0,0,0,0,Aceites y grasas con proteína
Mazapán sin azúcar,1,pieza,25,25,73,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Nueces mixtas,1,cucharada,12,12,74,2,6.8,2.6,0,0,0,0,0,0,0,0,0,78.2,0,1,3.8,1.6,0,0,0,Aceites y grasas con proteína
Nuez,3,pieza,9,9,67,0.9,7,1.3,0,0,0,0,0,0,0,0,0,0.1,0,0.6,4.2,1.9,0,0,0,Aceites y grasas con proteína
